case_id,stage_label,snr_label,severity,instance,material_class,baseline,lineshape,bwf_g,peak_set,intensity,id_ig,lo95,hi95,sigma_stat,n_failed,redchi,aic,bic,la,n_d,true_id_ig,error,abs_error
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,linear,pseudo_voigt,False,DGDpD3D4,area,2.8044923757711566,1.960119133971498,7.031328343193255,1.2936995907125868,0,2.608597648299954,1683.1063775019595,1776.8235964433268,6.854937622340218,583750328700.6132,0.9867367703802634,1.8177556053908932,1.8177556053908932
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,False,DG,height,1.610349378563149,1.468406390404922,1.9180230365045179,0.11470023164867177,0,3.5209161987907582,1927.1760250831403,1955.2911907655505,16.412445005128575,361864588609.30975,1.7211861351708049,-0.1108367566076558,0.1108367566076558
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,False,DG,area,1.1713440801923587,1.1826079971289623,1.6573775643826927,0.12111691107557389,0,3.5209161987907582,1927.1760250831403,1955.2911907655505,16.412445005128575,361864588609.30975,0.9867367703802634,0.18460730981209528,0.18460730981209528
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,False,DGDp,height,2.448271375306145,2.0927771296523274,3.1355835038119775,0.2660269225315296,0,3.3336567898583453,1886.3718923544345,1928.5446408780497,5.915839830982822,550155590968.4635,1.7211861351708049,0.72708524013534,0.72708524013534
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,False,DGDp,area,3.249685733132186,2.494731745212877,4.838631433186602,0.5979445812428459,0,3.3336567898583453,1886.3718923544345,1928.5446408780497,5.915839830982822,550155590968.4635,0.9867367703802634,2.2629489627519224,2.2629489627519224
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,False,DGDpD3D4,height,2.4480995572517097,2.0928098615773454,3.1340262295104053,0.26562130124482947,0,3.3591045316895127,1898.3718876035537,1968.659801809579,5.91716534411957,550116981415.5233,1.7211861351708049,0.7269134220809048,0.7269134220809048
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,False,DGDpD3D4,area,3.248957766127876,2.487361502028011,4.838737797762426,0.5998519141886717,0,3.3591045316895127,1898.3718876035537,1968.659801809579,5.91716534411957,550116981415.5233,0.9867367703802634,2.2622209957476125,2.2622209957476125
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,True,DG,height,,,,,0,3.54151586120613,1932.8405616141818,1965.6415882436602,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,True,DG,area,,,,,0,3.54151586120613,1932.8405616141818,1965.6415882436602,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,True,DGDp,height,,,,,0,3.348103889421378,1890.8236907294447,1937.6823002001283,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,True,DGDp,area,,,,,0,3.348103889421378,1890.8236907294447,1937.6823002001283,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,True,DGDpD3D4,height,,,,,0,3.3736944883315565,1902.8236897640052,1977.797464917099,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,lorentzian,True,DGDpD3D4,area,,,,,0,3.3736944883315565,1902.8236897640052,1977.797464917099,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,gaussian,False,DG,height,1.6678664707021,1.5895289492397093,2.032563062670254,0.11302098327447373,0,2.763919874463437,1733.2768953739944,1761.3920610564046,,,1.7211861351708049,-0.05331966446870484,0.05331966446870484
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,gaussian,False,DG,area,1.0587597736866898,1.050580863737053,1.3840920872141842,0.08508095712671894,0,2.763919874463437,1733.2768953739944,1761.3920610564046,,,0.9867367703802634,0.07202300330642641,0.07202300330642641
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,gaussian,False,DGDp,height,2.739911343820754,2.258712657391499,5.582287895765251,0.8478664058599265,0,2.7268701107999354,1725.43868527003,1767.6114337936451,5.886026191724081,615690547937.078,1.7211861351708049,1.018725208649949,1.018725208649949
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,gaussian,False,DGDp,area,3.2661458974257305,2.1362475103956307,11.154838067019242,2.3007031322414857,0,2.7268701107999354,1725.43868527003,1767.6114337936451,5.886026191724081,615690547937.078,0.9867367703802634,2.279409127045467,2.279409127045467
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,gaussian,False,DGDpD3D4,height,2.7389251010829065,2.2587806801298003,5.5785965625815095,0.8469073688695286,0,2.747685905771909,1737.4386831126374,1807.7265973186627,5.892272500068994,615468927506.536,1.7211861351708049,1.0177389659121017,1.0177389659121017
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,gaussian,False,DGDpD3D4,area,3.262683505899446,2.1701954695212864,11.085345915953592,2.2743148641387996,0,2.747685905771909,1737.4386831126374,1807.7265973186627,5.892272500068994,615468927506.536,0.9867367703802634,2.2759467355191827,2.2759467355191827
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,pseudo_voigt,False,DG,height,1.6678903133524738,1.5895502029077528,2.0325938916107216,0.11302342599089597,0,2.7708906727349323,1737.2768965698056,1774.7637841463525,,,1.7211861351708049,-0.053295821818331035,0.053295821818331035
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,pseudo_voigt,False,DG,area,1.058744643108524,1.0505813617326956,1.3840831678059575,0.08507855468362727,0,2.7708906727349323,1737.2768965698056,1774.7637841463525,,,0.9867367703802634,0.07200787272826048,0.07200787272826048
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,pseudo_voigt,False,DGDp,height,2.7388038855836374,2.2584147708071525,5.58558509210391,0.8487835357029652,0,2.737238435843647,1731.438684575389,1787.6690159402094,5.893044948506769,615441688947.401,1.7211861351708049,1.0176177504128325,1.0176177504128325
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,pseudo_voigt,False,DGDp,area,3.2622558399306465,2.1335856131491746,11.164887122012104,2.3039457816828994,0,2.737238435843647,1731.438684575389,1787.6690159402094,5.893044948506769,615441688947.401,0.9867367703802634,2.2755190695503833,2.2755190695503833
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,pseudo_voigt,False,DGDpD3D4,height,2.7290316337502407,2.2574715265993235,5.570378940034664,0.8451449719400794,0,2.765278210731725,1747.4391135818355,1841.1563325232028,5.925629404542491,613245748155.5748,1.7211861351708049,1.0078454985794358,1.0078454985794358
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly3,pseudo_voigt,False,DGDpD3D4,area,3.244317014409089,2.139462113317462,10.894564715820769,2.2334855822766233,0,2.765278210731725,1747.4391135818355,1841.1563325232028,5.925629404542491,613245748155.5748,0.9867367703802634,2.2575802440288255,2.2575802440288255
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,False,DG,height,1.6339973315750225,1.5125425187213193,2.018293438768755,0.12902046263011321,0,3.5227626717435605,1928.3123449950117,1956.4275106774219,16.35444822107458,367178563888.2205,1.7211861351708049,-0.0871888035957824,0.0871888035957824
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,False,DG,area,1.1754979463915434,1.1577095895163823,1.7229160391380867,0.14418796826880004,0,3.5227626717435605,1928.3123449950117,1956.4275106774219,16.35444822107458,367178563888.2205,0.9867367703802634,0.18876117601127995,0.18876117601127995
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,False,DGDp,height,2.3464733810773803,1.9234858116472455,2.9907186811990485,0.27225828585882184,0,3.3207021069969547,1883.9694822092827,1926.1422307328978,6.672345310781603,527280375320.71814,1.7211861351708049,0.6252872459065755,0.6252872459065755
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,False,DGDp,area,2.8812388152597004,2.3683510370589658,4.820757359860558,0.6256253538702395,0,3.3207021069969547,1883.9694822092827,1926.1422307328978,6.672345310781603,527280375320.71814,0.9867367703802634,1.894502044879437,1.894502044879437
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,False,DGDpD3D4,height,2.3465873062931006,1.924286596911465,2.99198892925323,0.2723780489753038,0,3.3460509705095447,1895.969480405938,1966.2573946119633,6.670618459919205,527305975666.74713,1.7211861351708049,0.6254011711222958,0.6254011711222958
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,False,DGDpD3D4,area,2.8819846935860953,2.372492021689582,4.798869662535149,0.6189852619702517,0,3.3460509705095447,1895.969480405938,1966.2573946119633,6.670618459919205,527305975666.74713,0.9867367703802634,1.895247923205832,1.895247923205832
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,True,DG,height,,,,,0,3.5354704935764323,1932.188448123943,1964.9894747534215,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,True,DG,area,,,,,0,3.5354704935764323,1932.188448123943,1964.9894747534215,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,True,DGDp,height,,,,,0,3.332673246084088,1887.8398940359266,1934.6985035066102,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,True,DGDp,area,,,,,0,3.332673246084088,1887.8398940359266,1934.6985035066102,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,True,DGDpD3D4,height,,,,,0,3.3581458970563203,1899.8398914643283,1974.813666617422,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,lorentzian,True,DGDpD3D4,area,,,,,0,3.3581458970563203,1899.8398914643283,1974.813666617422,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,gaussian,False,DG,height,1.6759807944582523,1.6189419650445758,2.0591481186351506,0.11229955169147617,0,2.7524199311922564,1730.6535543653988,1758.768720047809,18.09160259485119,376612745517.91736,1.7211861351708049,-0.045205340712552555,0.045205340712552555
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,gaussian,False,DG,area,1.062626718525824,1.0328918652099033,1.4328405457952995,0.10202959945696462,0,2.7524199311922564,1730.6535543653988,1758.768720047809,18.09160259485119,376612745517.91736,0.9867367703802634,0.0758899481455606,0.0758899481455606
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,gaussian,False,DGDp,height,2.3805195793307092,2.0627501994087623,4.175444171886212,0.5389624475607996,0,2.7041942445838956,1719.4663123896637,1761.6390609132789,7.760822701187227,534930959528.50323,1.7211861351708049,0.6593334441599044,0.6593334441599044
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,gaussian,False,DGDp,area,2.477136901387926,1.9498594023367204,5.36281572762088,0.8706681225280475,0,2.7041942445838956,1719.4663123896637,1761.6390609132789,7.760822701187227,534930959528.50323,0.9867367703802634,1.4904001310076624,1.4904001310076624
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,gaussian,False,DGDpD3D4,height,2.3802113601159562,2.0682158790904737,4.167136440988813,0.5354487578481943,0,2.7248369389307614,1731.4663095058138,1801.7542237118391,7.764831859538774,534861699018.4346,1.7211861351708049,0.6590252249451514,0.6590252249451514
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,gaussian,False,DGDpD3D4,area,2.4758578995658933,1.9675193277830088,5.352893346992347,0.8636316906618531,0,2.7248369389307614,1731.4663095058138,1801.7542237118391,7.764831859538774,534861699018.4346,0.9867367703802634,1.4891211291856299,1.4891211291856299
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,pseudo_voigt,False,DG,height,1.6758856995290852,1.618844710072695,2.059016446165853,0.11229077155630827,0,2.759361724776317,1734.6535552621604,1772.1404428387073,18.090576036924656,376591376560.4228,1.7211861351708049,-0.045300435641719705,0.045300435641719705
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,pseudo_voigt,False,DG,area,1.062687017760001,1.0329472747215758,1.432918688262634,0.10203539878691181,0,2.759361724776317,1734.6535552621604,1772.1404428387073,18.090576036924656,376591376560.4228,0.9867367703802634,0.07595024737973755,0.07595024737973755
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,pseudo_voigt,False,DGDp,height,2.3804930461969778,2.062905903465469,4.175160685639857,0.5388504071594132,0,2.7144763501764193,1725.4663118581184,1781.6966432229387,7.761169938080547,534924997218.9262,1.7211861351708049,0.6593069110261729,0.6593069110261729
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,pseudo_voigt,False,DGDp,area,2.4770260735966483,1.9498748135583512,5.362731814296149,0.870642784167969,0,2.7144763501764193,1725.4663118581184,1781.6966432229387,7.761169938080547,534924997218.9262,0.9867367703802634,1.4902893032163849,1.4902893032163849
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,pseudo_voigt,False,DGDpD3D4,height,2.375791357362665,2.0622958088598122,4.124645535107437,0.5261192916082071,0,2.7422826320595726,1741.4666467170396,1835.1838656584068,7.79575483822806,533868472021.074,1.7211861351708049,0.6546052221918599,0.6546052221918599
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,poly5,pseudo_voigt,False,DGDpD3D4,area,2.4660370544194374,1.9474520187059616,5.328016726611649,0.8624048029890219,0,2.7422826320595726,1741.4666467170396,1835.1838656584068,7.79575483822806,533868472021.074,0.9867367703802634,1.479300284039174,1.479300284039174
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,False,DG,height,1.5594759629229142,1.4552157345254466,1.7182807765331554,0.0671096622393912,0,2.0593951682273226,1487.709774279472,1515.8249399618821,,,1.7211861351708049,-0.16171017224789064,0.16171017224789064
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,False,DG,area,0.7906857099928511,0.6880678029611702,0.8000463427141365,0.02856647893436787,0,2.0593951682273226,1487.709774279472,1515.8249399618821,,,0.9867367703802634,-0.19605106038741227,0.19605106038741227
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,False,DGDp,height,1.7993101251493704,1.5650128367341027,12.694654851199246,2.8392465632670656,0,2.040320902730796,1483.227925022587,1525.4006735462021,,,1.7211861351708049,0.07812398997856551,0.07812398997856551
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,False,DGDp,area,0.8477605078544269,0.7068620173761138,1.302574309948665,0.15197021406297614,0,2.040320902730796,1483.227925022587,1525.4006735462021,,,0.9867367703802634,-0.1389762625258365,0.1389762625258365
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,False,DGDpD3D4,height,2.9967769645381073,2.539561098693039,4.127119778991402,0.40499690117288456,0,1.3479473340331498,1157.1027897750073,1227.3907039810326,,,1.7211861351708049,1.2755908293673024,1.2755908293673024
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,False,DGDpD3D4,area,3.096322488425023,2.1013925473725106,9.39103535574221,1.8596369285021235,0,1.3479473340331498,1157.1027897750073,1227.3907039810326,,,0.9867367703802634,2.1095857180447597,2.1095857180447597
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,True,DG,height,,,,,0,1.8483399771241575,1402.0939441513804,1434.8949707808588,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,True,DG,area,,,,,0,1.8483399771241575,1402.0939441513804,1434.8949707808588,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,True,DGDp,height,,,,,0,1.3500012956981102,1153.4016819974927,1200.2602914681763,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,True,DGDp,area,,,,,0,1.3500012956981102,1153.4016819974927,1200.2602914681763,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,True,DGDpD3D4,height,,,,,0,1.3528510313046487,1160.9917271606391,1235.965502313733,,,1.7211861351708049,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,lorentzian,True,DGDpD3D4,area,,,,,0,1.3528510313046487,1160.9917271606391,1235.965502313733,,,0.9867367703802634,,
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,gaussian,False,DG,height,1.5453419865435103,1.4375556705818857,1.6791770821658967,0.06163924783564643,0,2.550735323571094,1659.0992218296328,1687.214387512043,,,1.7211861351708049,-0.17584414862729458,0.17584414862729458
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,gaussian,False,DG,area,0.8229326766715912,0.7090020366394799,0.8072908697098036,0.02507414264895004,0,2.550735323571094,1659.0992218296328,1687.214387512043,,,0.9867367703802634,-0.16380409370867222,0.16380409370867222
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,gaussian,False,DGDp,height,7.342665859318239,4.750377381763297,5.525078573894657,0.19763148666049585,0,2.026005931546595,1477.5882704874489,1519.761019011064,,,1.7211861351708049,5.621479724147434,5.621479724147434
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,gaussian,False,DGDp,area,0.7450968900450924,0.5114980082687343,0.597676389698065,0.021984684950615126,0,2.026005931546595,1477.5882704874489,1519.761019011064,,,0.9867367703802634,-0.24163988033517103,0.24163988033517103
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,gaussian,False,DGDpD3D4,height,3.4894821797903592,2.2322438009974626,7.543412787666478,1.3549149444997048,0,1.2613101159122104,1103.8907684180842,1174.1786826241096,,,1.7211861351708049,1.7682960446195544,1.7682960446195544
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,gaussian,False,DGDpD3D4,area,3.8884812695752644,1.476899904526417,23.144666225735573,5.527592979289858,0,1.2613101159122104,1103.8907684180842,1174.1786826241096,,,0.9867367703802634,2.9017444991950008,2.9017444991950008
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,pseudo_voigt,False,DG,height,1.4889108966964695,1.4738432498392358,1.7359443975951616,0.06686376633023522,0,2.0607604455039246,1490.222988463586,1527.709876040133,,,1.7211861351708049,-0.2322752384743354,0.2322752384743354
tierB_stage1_blmild_snr15_i0,stage1,15,mild,0,synthetic_disordered_carbon,als,pseudo_voigt,False,DG,area,0.766042819789046,0.6783432776690841,0.7829005105382912,0.026673253614337117,0,2.0607604455039246,1490.222988463586,1527.709876040133,,,0.9867367703802634,-0.22069395059121744,0.22069395059121744
